,y,x,osmid,lon,lat,ref,highway,geometry
34,22.2709558,114.2333119,239978277,114.2333119,22.2709558,,,POINT (114.2333119 22.2709558)
35,22.270993,114.2334138,239978278,114.2334138,22.270993,,,POINT (114.2334138 22.270993)
36,22.2624801,114.1874865,239989632,114.1874865,22.2624801,,,POINT (114.1874865 22.2624801)
37,22.2625374,114.1882347,239989634,114.1882347,22.2625374,,,POINT (114.1882347 22.2625374)
38,22.2621716,114.1890124,239989636,114.1890124,22.2621716,,,POINT (114.1890124 22.2621716)
39,22.2786412,114.1616806,239990432,114.1616806,22.2786412,,,POINT (114.1616806 22.2786412)
40,22.2784325,114.1614558,239990433,114.1614558,22.2784325,,,POINT (114.1614558 22.2784325)
41,22.2775773,114.1594452,239990443,114.1594452,22.2775773,,,POINT (114.1594452 22.2775773)
42,22.2769289,114.1580839,239990446,114.1580839,22.2769289,,,POINT (114.1580839 22.2769289)
43,22.2763958,114.1577891,239990447,114.1577891,22.2763958,,,POINT (114.1577891 22.2763958)
44,22.2764527,114.1576338,239990448,114.1576338,22.2764527,,,POINT (114.1576338 22.2764527)
45,22.2795203,114.1625661,239990812,114.1625661,22.2795203,,,POINT (114.1625661 22.2795203)
46,22.2792968,114.187668,239991573,114.187668,22.2792968,,,POINT (114.187668 22.2792968)
47,22.2899114,114.2145933,239994496,114.2145933,22.2899114,4,motorway_junction,POINT (114.2145933 22.2899114)
48,22.2806787,114.1743027,243845374,114.1743027,22.2806787,,,POINT (114.1743027 22.2806787)
49,22.3268416,114.1752506,245088214,114.1752506,22.3268416,,,POINT (114.1752506 22.3268416)
50,22.32696,114.1781156,245088222,114.1781156,22.32696,,traffic_signals,POINT (114.1781156 22.32696)
51,22.2825044,114.1586967,245088364,114.1586967,22.2825044,,,POINT (114.1586967 22.2825044)
52,22.2825608,114.1585405,245088365,114.1585405,22.2825608,,,POINT (114.1585405 22.2825608)
53,22.2847674,114.1565103,245088371,114.1565103,22.2847674,,,POINT (114.1565103 22.2847674)
54,22.2767271,114.181326,249968570,114.181326,22.2767271,,,POINT (114.181326 22.2767271)
55,22.2761201,114.1810944,249968572,114.1810944,22.2761201,,,POINT (114.1810944 22.2761201)
56,22.2826642,114.1854545,249968862,114.1854545,22.2826642,,,POINT (114.1854545 22.2826642)
57,22.3388129,114.2587824,249970441,114.2587824,22.3388129,,,POINT (114.2587824 22.3388129)
58,22.3167093,114.2703358,249970473,114.2703358,22.3167093,,,POINT (114.2703358 22.3167093)
59,22.277788,114.15421,251083363,114.15421,22.277788,,,POINT (114.15421 22.277788)
60,22.3067189,114.2216525,253020938,114.2216525,22.3067189,,,POINT (114.2216525 22.3067189)
61,22.2844054,114.1425424,253287511,114.1425424,22.2844054,,,POINT (114.1425424 22.2844054)
62,22.286216,114.1400659,253290813,114.1400659,22.286216,,,POINT (114.1400659 22.286216)
63,22.2842265,114.1337439,253290826,114.1337439,22.2842265,,,POINT (114.1337439 22.2842265)
64,22.2886573,114.1411494,253313718,114.1411494,22.2886573,,,POINT (114.1411494 22.2886573)
65,22.2842995,114.140697,253313722,114.140697,22.2842995,,,POINT (114.140697 22.2842995)
66,22.2880403,114.1386314,253314296,114.1386314,22.2880403,,,POINT (114.1386314 22.2880403)
67,22.2867289,114.1323247,253315365,114.1323247,22.2867289,,,POINT (114.1323247 22.2867289)
68,22.2872596,114.1352116,253315544,114.1352116,22.2872596,,,POINT (114.1352116 22.2872596)
69,22.2874257,114.1354888,253330892,114.1354888,22.2874257,,,POINT (114.1354888 22.2874257)
70,22.2881645,114.1381423,253330896,114.1381423,22.2881645,,,POINT (114.1381423 22.2881645)
71,22.2882103,114.1392336,253331259,114.1392336,22.2882103,,traffic_signals,POINT (114.1392336 22.2882103)
72,22.2837669,114.1296255,253331807,114.1296255,22.2837669,,,POINT (114.1296255 22.2837669)
73,22.2889948,114.1462595,253332974,114.1462595,22.2889948,,,POINT (114.1462595 22.2889948)
74,22.2870214,114.1536496,253332980,114.1536496,22.2870214,H060,,POINT (114.1536496 22.2870214)
75,22.2882647,114.1485803,253333456,114.1485803,22.2882647,8A,motorway_junction,POINT (114.1485803 22.2882647)
76,22.288042,114.1383677,253333461,114.1383677,22.288042,,,POINT (114.1383677 22.288042)
77,22.2476059,114.1544281,256015556,114.1544281,22.2476059,,,POINT (114.1544281 22.2476059)
78,22.2483411,114.1512626,256015573,114.1512626,22.2483411,,,POINT (114.1512626 22.2483411)
79,22.2486255,114.1500429,256015760,114.1500429,22.2486255,,,POINT (114.1500429 22.2486255)
80,22.2493833,114.1453757,256015937,114.1453757,22.2493833,,,POINT (114.1453757 22.2493833)
81,22.2517898,114.1410438,256016231,114.1410438,22.2517898,,,POINT (114.1410438 22.2517898)
82,22.253404,114.1393692,256016264,114.1393692,22.253404,,,POINT (114.1393692 22.253404)
83,22.259891,114.1365461,256016362,114.1365461,22.259891,,,POINT (114.1365461 22.259891)
84,22.2661928,114.1330978,256017646,114.1330978,22.2661928,,,POINT (114.1330978 22.2661928)
85,22.2718517,114.1307213,256093769,114.1307213,22.2718517,,,POINT (114.1307213 22.2718517)
86,22.2494078,114.1556342,256363215,114.1556342,22.2494078,,,POINT (114.1556342 22.2494078)
87,22.2494511,114.1555278,256363216,114.1555278,22.2494511,,,POINT (114.1555278 22.2494511)
88,22.2476747,114.1548443,256363241,114.1548443,22.2476747,,,POINT (114.1548443 22.2476747)
89,22.2849788,114.218781,257006540,114.218781,22.2849788,,,POINT (114.218781 22.2849788)
90,22.2747793,114.1794736,257503927,114.1794736,22.2747793,,,POINT (114.1794736 22.2747793)
91,22.2688264,114.2380108,261738996,114.2380108,22.2688264,,,POINT (114.2380108 22.2688264)
92,22.2723539,114.2393283,261738997,114.2393283,22.2723539,2,motorway_junction,POINT (114.2393283 22.2723539)
93,22.3528779,114.2500309,261739794,114.2500309,22.3528779,,,POINT (114.2500309 22.3528779)
94,22.3334664,114.2124268,262120312,114.2124268,22.3334664,,,POINT (114.2124268 22.3334664)
95,22.3342366,114.2274471,262120933,114.2274471,22.3342366,,,POINT (114.2274471 22.3342366)
96,22.3342296,114.2284382,262120934,114.2284382,22.3342296,,,POINT (114.2284382 22.3342296)
97,22.333928,114.2374842,262120943,114.2374842,22.333928,,,POINT (114.2374842 22.333928)
98,22.3344445,114.2389126,262120944,114.2389126,22.3344445,,,POINT (114.2389126 22.3344445)
99,22.3403188,114.2474113,262120949,114.2474113,22.3403188,,,POINT (114.2474113 22.3403188)
100,22.3271509,114.2256086,262122582,114.2256086,22.3271509,,,POINT (114.2256086 22.3271509)
101,22.3153141,114.2398041,262122762,114.2398041,22.3153141,,,POINT (114.2398041 22.3153141)
102,22.3149928,114.2400872,262122763,114.2400872,22.3149928,,,POINT (114.2400872 22.3149928)
103,22.3119194,114.2263844,262123052,114.2263844,22.3119194,,,POINT (114.2263844 22.3119194)
104,22.3122671,114.2260847,262123054,114.2260847,22.3122671,,,POINT (114.2260847 22.3122671)
105,22.312575,114.2263593,262123055,114.2263593,22.312575,,,POINT (114.2263593 22.312575)
106,22.3833278,114.2140864,262966966,114.2140864,22.3833278,NT559,,POINT (114.2140864 22.3833278)
107,22.3869141,114.1911802,268637360,114.1911802,22.3869141,,,POINT (114.1911802 22.3869141)
108,22.3764579,114.1233859,268637911,114.1233859,22.3764579,25,motorway_junction,POINT (114.1233859 22.3764579)
109,22.3811228,114.1340515,268637920,114.1340515,22.3811228,25A,motorway_junction,POINT (114.1340515 22.3811228)
110,22.2921543,114.2050397,271052933,114.2050397,22.2921543,,,POINT (114.2050397 22.2921543)
111,22.2868385,114.1554232,274241038,114.1554232,22.2868385,,,POINT (114.1554232 22.2868385)
112,22.2853485,114.1568102,274241537,114.1568102,22.2853485,,,POINT (114.1568102 22.2853485)
113,22.2856198,114.1567021,274241643,114.1567021,22.2856198,,,POINT (114.1567021 22.2856198)
114,22.2857992,114.1562446,274241644,114.1562446,22.2857992,,,POINT (114.1562446 22.2857992)
115,22.2803,114.1706,274241784,114.1706,22.2803,,,POINT (114.1706 22.2803)
116,22.2808318,114.1695708,274242011,114.1695708,22.2808318,,,POINT (114.1695708 22.2808318)
117,22.2816173,114.1622522,274242065,114.1622522,22.2816173,,,POINT (114.1622522 22.2816173)
118,22.3272939,114.1589977,274243013,114.1589977,22.3272939,,,POINT (114.1589977 22.3272939)
119,22.3248867,114.1623076,274243016,114.1623076,22.3248867,7C,motorway_junction,POINT (114.1623076 22.3248867)
120,22.311667,114.1674399,274243086,114.1674399,22.311667,,,POINT (114.1674399 22.311667)
121,22.3096922,114.1678659,274243087,114.1678659,22.3096922,,,POINT (114.1678659 22.3096922)
122,22.3194356,114.2072663,274244466,114.2072663,22.3194356,,,POINT (114.2072663 22.3194356)
123,22.3181702,114.2119749,274244473,114.2119749,22.3181702,,,POINT (114.2119749 22.3181702)
124,22.3144413,114.2206553,274244483,114.2206553,22.3144413,5C,motorway_junction,POINT (114.2206553 22.3144413)
125,22.3359912,114.150574,274244744,114.150574,22.3359912,,,POINT (114.150574 22.3359912)
126,22.3350357,114.1471169,274244749,114.1471169,22.3350357,,,POINT (114.1471169 22.3350357)
127,22.3365966,114.1430791,274244810,114.1430791,22.3365966,8C,motorway_junction,POINT (114.1430791 22.3365966)
128,22.3545637,114.1243404,274257851,114.1243404,22.3545637,,,POINT (114.1243404 22.3545637)
129,22.3485587,114.1254527,274258035,114.1254527,22.3485587,,,POINT (114.1254527 22.3485587)
130,22.3539509,114.1251682,274258040,114.1251682,22.3539509,,,POINT (114.1251682 22.3539509)
131,22.3602362,114.1193732,274258383,114.1193732,22.3602362,11,motorway_junction,POINT (114.1193732 22.3602362)
132,22.3652618,114.1141088,274258761,114.1141088,22.3652618,,,POINT (114.1141088 22.3652618)
133,22.368194,114.111005,274258768,114.111005,22.368194,12,motorway_junction,POINT (114.111005 22.368194)
134,22.3726938,114.106254,274258774,114.106254,22.3726938,,,POINT (114.106254 22.3726938)
135,22.3704101,114.1011424,274266784,114.1011424,22.3704101,,,POINT (114.1011424 22.3704101)
136,22.3719218,114.1031241,274266786,114.1031241,22.3719218,,,POINT (114.1031241 22.3719218)
137,22.372359,114.1058791,274266789,114.1058791,22.372359,,,POINT (114.1058791 22.372359)
138,22.2920148,114.1987774,274477917,114.1987774,22.2920148,H108,traffic_signals,POINT (114.1987774 22.2920148)
139,22.2778118,114.1837808,274479595,114.1837808,22.2778118,,,POINT (114.1837808 22.2778118)
140,22.2786871,114.179537,274479667,114.179537,22.2786871,H002,,POINT (114.179537 22.2786871)
141,22.3414191,114.1986745,275810915,114.1986745,22.3414191,,,POINT (114.1986745 22.3414191)
142,22.3416597,114.1966608,275810920,114.1966608,22.3416597,,,POINT (114.1966608 22.3416597)
143,22.3730616,114.117086,275812083,114.117086,22.3730616,,,POINT (114.117086 22.3730616)
144,22.3731531,114.1168472,275812084,114.1168472,22.3731531,,,POINT (114.1168472 22.3731531)
145,22.3751262,114.1119043,275812087,114.1119043,22.3751262,,,POINT (114.1119043 22.3751262)
146,22.3754585,114.1105642,275812088,114.1105642,22.3754585,,,POINT (114.1105642 22.3754585)
147,22.3179758,114.2617874,275867219,114.2617874,22.3179758,,,POINT (114.2617874 22.3179758)
148,22.3638621,114.1197481,275871157,114.1197481,22.3638621,,,POINT (114.1197481 22.3638621)
149,22.3696406,114.1127841,275871779,114.1127841,22.3696406,,,POINT (114.1127841 22.3696406)
150,22.3311815,114.1664541,275922253,114.1664541,22.3311815,,,POINT (114.1664541 22.3311815)
151,22.3359847,114.1753824,275924531,114.1753824,22.3359847,,,POINT (114.1753824 22.3359847)
152,22.3273251,114.1720727,275935771,114.1720727,22.3273251,,,POINT (114.1720727 22.3273251)
153,22.2994045,114.1821145,276169638,114.1821145,22.2994045,,,POINT (114.1821145 22.2994045)
154,22.3269956,114.178846,276169958,114.178846,22.3269956,,,POINT (114.178846 22.3269956)
155,22.2979072,114.2407935,276170567,114.2407935,22.2979072,,,POINT (114.2407935 22.2979072)
156,22.3137198,114.2170984,276365024,114.2170984,22.3137198,,,POINT (114.2170984 22.3137198)
157,22.3399045,114.1982286,276366859,114.1982286,22.3399045,,,POINT (114.1982286 22.3399045)
158,22.3088662,114.1701439,276372740,114.1701439,22.3088662,,,POINT (114.1701439 22.3088662)
159,22.312658,114.1689849,276372857,114.1689849,22.312658,,,POINT (114.1689849 22.312658)
160,22.3621687,114.1308276,276405344,114.1308276,22.3621687,,,POINT (114.1308276 22.3621687)
161,22.287259,114.157177,278943556,114.157177,22.287259,,,POINT (114.157177 22.287259)
162,22.2851262,114.2179893,278943717,114.2179893,22.2851262,,,POINT (114.2179893 22.2851262)
163,22.2840756,114.2186215,278943983,114.2186215,22.2840756,H245,,POINT (114.2186215 22.2840756)
164,22.2852275,114.220979,278944406,114.220979,22.2852275,,,POINT (114.220979 22.2852275)
165,22.3122557,114.1670342,278948068,114.1670342,22.3122557,,,POINT (114.1670342 22.3122557)
166,22.3074943,114.1616587,278949226,114.1616587,22.3074943,,,POINT (114.1616587 22.3074943)
167,22.3076826,114.1606837,278951217,114.1606837,22.3076826,,,POINT (114.1606837 22.3076826)
168,22.3071931,114.1617719,278951219,114.1617719,22.3071931,,,POINT (114.1617719 22.3071931)
169,22.3051844,114.1604203,278951444,114.1604203,22.3051844,,,POINT (114.1604203 22.3051844)
170,22.3246027,114.1551289,279077143,114.1551289,22.3246027,,,POINT (114.1551289 22.3246027)
171,22.3262601,114.1530329,279077145,114.1530329,22.3262601,,,POINT (114.1530329 22.3262601)
172,22.3287786,114.1493468,279077147,114.1493468,22.3287786,,,POINT (114.1493468 22.3287786)
173,22.3299116,114.1466372,279077148,114.1466372,22.3299116,,,POINT (114.1466372 22.3299116)
174,22.3304342,114.1453672,279077149,114.1453672,22.3304342,,,POINT (114.1453672 22.3304342)
175,22.3330618,114.1390132,279077226,114.1390132,22.3330618,,,POINT (114.1390132 22.3330618)
176,22.2812505,114.1607316,279078013,114.1607316,22.2812505,H034,,POINT (114.1607316 22.2812505)
177,22.2791959,114.1608019,279084608,114.1608019,22.2791959,,,POINT (114.1608019 22.2791959)
178,22.2797814,114.1628387,279084958,114.1628387,22.2797814,,,POINT (114.1628387 22.2797814)
179,22.2795559,114.1611804,279085212,114.1611804,22.2795559,,,POINT (114.1611804 22.2795559)
180,22.2790833,114.1608847,279085262,114.1608847,22.2790833,,,POINT (114.1608847 22.2790833)
181,22.2789482,114.1620424,279085264,114.1620424,22.2789482,,,POINT (114.1620424 22.2789482)
182,22.2789274,114.1608055,279085323,114.1608055,22.2789274,,priority,POINT (114.1608055 22.2789274)
183,22.2787409,114.1615397,279085325,114.1615397,22.2787409,,,POINT (114.1615397 22.2787409)
184,22.2789732,114.1605655,279085341,114.1605655,22.2789732,,,POINT (114.1605655 22.2789732)
185,22.2772447,114.1574014,279085772,114.1574014,22.2772447,,,POINT (114.1574014 22.2772447)
186,22.2776678,114.1585659,279085776,114.1585659,22.2776678,,,POINT (114.1585659 22.2776678)
187,22.276828,114.1574445,279085795,114.1574445,22.276828,,,POINT (114.1574445 22.276828)
188,22.27571,114.15464,279085909,114.15464,22.27571,,,POINT (114.15464 22.27571)
189,22.2754127,114.1549085,279085911,114.1549085,22.2754127,,,POINT (114.1549085 22.2754127)
190,22.2755126,114.154997,279085912,114.154997,22.2755126,,,POINT (114.154997 22.2755126)
191,22.27806,114.153162,279086154,114.153162,22.27806,,,POINT (114.153162 22.27806)
192,22.27806,114.15281,279086156,114.15281,22.27806,,,POINT (114.15281 22.27806)
193,22.2790666,114.1556323,279086241,114.1556323,22.2790666,,,POINT (114.1556323 22.2790666)
194,22.2813059,114.1621989,279121634,114.1621989,22.2813059,,priority,POINT (114.1621989 22.2813059)
195,22.2800707,114.1617733,279121636,114.1617733,22.2800707,,,POINT (114.1617733 22.2800707)
196,22.2807806,114.1620422,279121867,114.1620422,22.2807806,H279,,POINT (114.1620422 22.2807806)
197,22.2803666,114.1645959,281676190,114.1645959,22.2803666,,,POINT (114.1645959 22.2803666)
198,22.2788749,114.1796987,281676216,114.1796987,22.2788749,H002,,POINT (114.1796987 22.2788749)
199,22.2940511,114.2025707,281676469,114.2025707,22.2940511,,,POINT (114.2025707 22.2940511)
200,22.2689718,114.2403951,281676891,114.2403951,22.2689718,,,POINT (114.2403951 22.2689718)
201,22.2478245,114.159484,283548828,114.159484,22.2478245,1,motorway_junction,POINT (114.159484 22.2478245)
202,22.28223,114.14738,285750164,114.14738,22.28223,,,POINT (114.14738 22.28223)
203,22.2870124,114.1526931,286633620,114.1526931,22.2870124,,,POINT (114.1526931 22.2870124)
204,22.2868151,114.1534399,288165758,114.1534399,22.2868151,H060,,POINT (114.1534399 22.2868151)
205,22.2881145,114.1494656,288173188,114.1494656,22.2881145,,,POINT (114.1494656 22.2881145)
206,22.288467,114.1481234,288175783,114.1481234,22.288467,,,POINT (114.1481234 22.288467)
207,22.2887912,114.1455138,288176252,114.1455138,22.2887912,,,POINT (114.1455138 22.2887912)
208,22.2884789,114.1386796,288177038,114.1386796,22.2884789,,motorway_junction,POINT (114.1386796 22.2884789)
209,22.28165,114.14819,288372458,114.14819,22.28165,,,POINT (114.14819 22.28165)
210,22.2783584,114.1668466,288373551,114.1668466,22.2783584,,,POINT (114.1668466 22.2783584)
211,22.2528113,114.1402402,288737703,114.1402402,22.2528113,,,POINT (114.1402402 22.2528113)
212,22.2526144,114.140964,288737712,114.140964,22.2526144,,,POINT (114.140964 22.2526144)
213,22.3181394,114.1627874,288991742,114.1627874,22.3181394,K289,,POINT (114.1627874 22.3181394)
214,22.3180822,114.1634229,288991776,114.1634229,22.3180822,K289,,POINT (114.1634229 22.3180822)
215,22.318712,114.1660608,288991796,114.1660608,22.318712,,,POINT (114.1660608 22.318712)
216,22.3232675,114.1593632,288994882,114.1593632,22.3232675,,,POINT (114.1593632 22.3232675)
217,22.3211585,114.1576938,288995089,114.1576938,22.3211585,,,POINT (114.1576938 22.3211585)
218,22.3214978,114.1574572,288995220,114.1574572,22.3214978,,,POINT (114.1574572 22.3214978)
219,22.3174921,114.1566571,288995381,114.1566571,22.3174921,,,POINT (114.1566571 22.3174921)
220,22.3260954,114.1559847,288996662,114.1559847,22.3260954,,,POINT (114.1559847 22.3260954)
221,22.3353695,114.1517109,289295620,114.1517109,22.3353695,,,POINT (114.1517109 22.3353695)
222,22.3335805,114.150783,289295628,114.150783,22.3335805,,,POINT (114.150783 22.3335805)
223,22.3352956,114.1427851,289295904,114.1427851,22.3352956,,,POINT (114.1427851 22.3352956)
224,22.3356592,114.1444727,289295990,114.1444727,22.3356592,,,POINT (114.1444727 22.3356592)
225,22.3324055,114.155508,289329905,114.155508,22.3324055,,,POINT (114.155508 22.3324055)
226,22.3294499,114.1453316,289333125,114.1453316,22.3294499,,,POINT (114.1453316 22.3294499)
227,22.3297453,114.1439279,289333208,114.1439279,22.3297453,,,POINT (114.1439279 22.3297453)
228,22.3283133,114.1421355,289333425,114.1421355,22.3283133,,,POINT (114.1421355 22.3283133)
229,22.3283186,114.1403078,289334067,114.1403078,22.3283186,,,POINT (114.1403078 22.3283186)
230,22.3287177,114.1400474,289334072,114.1400474,22.3287177,,,POINT (114.1400474 22.3287177)
231,22.3289374,114.1402996,289334075,114.1402996,22.3289374,,,POINT (114.1402996 22.3289374)
232,22.3286054,114.1406318,289334079,114.1406318,22.3286054,,,POINT (114.1406318 22.3286054)
233,22.3298974,114.1429979,289334287,114.1429979,22.3298974,,,POINT (114.1429979 22.3298974)
234,22.3316664,114.1448435,289334324,114.1448435,22.3316664,,,POINT (114.1448435 22.3316664)
235,22.3315827,114.1435403,289334507,114.1435403,22.3315827,,,POINT (114.1435403 22.3315827)
236,22.3304924,114.1443473,289334866,114.1443473,22.3304924,,,POINT (114.1443473 22.3304924)
237,22.3311379,114.142656,289334889,114.142656,22.3311379,,,POINT (114.142656 22.3311379)
238,22.3318077,114.1412777,289334891,114.1412777,22.3318077,,,POINT (114.1412777 22.3318077)
239,22.3321601,114.1439335,289335446,114.1439335,22.3321601,,,POINT (114.1439335 22.3321601)
240,22.3341301,114.1443869,289335448,114.1443869,22.3341301,,,POINT (114.1443869 22.3341301)
241,22.3312771,114.1444609,289335789,114.1444609,22.3312771,,,POINT (114.1444609 22.3312771)
242,22.3324203,114.1415588,289335887,114.1415588,22.3324203,,,POINT (114.1415588 22.3324203)
243,22.3303138,114.1469187,289336299,114.1469187,22.3303138,,,POINT (114.1469187 22.3303138)
244,22.327042,114.1520155,289336564,114.1520155,22.327042,,,POINT (114.1520155 22.327042)
245,22.3277925,114.1509035,289336576,114.1509035,22.3277925,,,POINT (114.1509035 22.3277925)
246,22.3264895,114.1537149,289337013,114.1537149,22.3264895,,,POINT (114.1537149 22.3264895)
247,22.3245302,114.1558378,289337297,114.1558378,22.3245302,,,POINT (114.1558378 22.3245302)
248,22.3238449,114.1564308,289337299,114.1564308,22.3238449,,,POINT (114.1564308 22.3238449)
249,22.3216284,114.1585054,289337490,114.1585054,22.3216284,,,POINT (114.1585054 22.3216284)
250,22.2876626,114.1373337,289338722,114.1373337,22.2876626,,,POINT (114.1373337 22.2876626)
251,22.2870646,114.1533327,289339837,114.1533327,22.2870646,,,POINT (114.1533327 22.2870646)
252,22.2879634,114.1377186,289340123,114.1377186,22.2879634,,,POINT (114.1377186 22.2879634)
253,22.2862399,114.1559804,289558689,114.1559804,22.2862399,,,POINT (114.1559804 22.2862399)
254,22.2870559,114.1538369,289558700,114.1538369,22.2870559,,,POINT (114.1538369 22.2870559)
255,22.2777983,114.1860679,290069395,114.1860679,22.2777983,,,POINT (114.1860679 22.2777983)
256,22.2787153,114.1899121,290071881,114.1899121,22.2787153,,,POINT (114.1899121 22.2787153)
257,22.2786178,114.1905879,290327355,114.1905879,22.2786178,,,POINT (114.1905879 22.2786178)
258,22.2823154,114.1739477,290330515,114.1739477,22.2823154,,,POINT (114.1739477 22.2823154)
259,22.2441286,114.150372,291156513,114.150372,22.2441286,,,POINT (114.150372 22.2441286)
260,22.2491315,114.1488119,291157028,114.1488119,22.2491315,,,POINT (114.1488119 22.2491315)
261,22.2472382,114.1552917,291157377,114.1552917,22.2472382,,,POINT (114.1552917 22.2472382)
262,22.2470011,114.1565356,291157816,114.1565356,22.2470011,,,POINT (114.1565356 22.2470011)
263,22.2482511,114.160527,291157876,114.160527,22.2482511,,,POINT (114.160527 22.2482511)
264,22.2473892,114.1609917,291157888,114.1609917,22.2473892,,,POINT (114.1609917 22.2473892)
265,22.2503583,114.170511,291158321,114.170511,22.2503583,,,POINT (114.170511 22.2503583)
266,22.2492344,114.1711238,291158350,114.1711238,22.2492344,,,POINT (114.1711238 22.2492344)
267,22.2883026,114.1472,291549863,114.1472,22.2883026,,,POINT (114.1472 22.2883026)
268,22.2745961,114.1797448,292204030,114.1797448,22.2745961,,,POINT (114.1797448 22.2745961)
269,22.2751327,114.1796713,292204101,114.1796713,22.2751327,,,POINT (114.1796713 22.2751327)
270,22.2748179,114.1789398,292204233,114.1789398,22.2748179,,,POINT (114.1789398 22.2748179)
271,22.2795104,114.176662,293111738,114.176662,22.2795104,,,POINT (114.176662 22.2795104)
272,22.2773776,114.1304972,293113776,114.1304972,22.2773776,,,POINT (114.1304972 22.2773776)
273,22.2772884,114.1310244,293113915,114.1310244,22.2772884,,,POINT (114.1310244 22.2772884)
274,22.2795322,114.1296455,293114098,114.1296455,22.2795322,,,POINT (114.1296455 22.2795322)
275,22.2809206,114.128489,293114164,114.128489,22.2809206,,,POINT (114.128489 22.2809206)
276,22.2814755,114.1281562,293114240,114.1281562,22.2814755,,,POINT (114.1281562 22.2814755)
277,22.2816035,114.1284166,293114345,114.1284166,22.2816035,,,POINT (114.1284166 22.2816035)
278,22.2704809,114.1297697,293129472,114.1297697,22.2704809,,,POINT (114.1297697 22.2704809)
279,22.2808677,114.1699975,293398231,114.1699975,22.2808677,,traffic_signals,POINT (114.1699975 22.2808677)
280,22.293962,114.2015934,295821679,114.2015934,22.293962,6,motorway_junction,POINT (114.2015934 22.293962)
281,22.27951,114.23619,295823782,114.23619,22.27951,,,POINT (114.23619 22.27951)
282,22.2796065,114.2267705,295823797,114.2267705,22.2796065,,,POINT (114.2267705 22.2796065)
283,22.2654751,114.2377402,295823841,114.2377402,22.2654751,1A,motorway_junction,POINT (114.2377402 22.2654751)
284,22.2713516,114.2388591,295823846,114.2388591,22.2713516,,,POINT (114.2388591 22.2713516)
